x,y
683008.0907739154,5977989.881311292
681076.0433396122,5978097.471594513
679143.995905309,5978205.061877735
677211.9484710057,5978312.652160957
675279.9010367024,5978420.242444179
673347.8536023991,5978527.832727401
671415.8061680959,5978635.423010622
669483.7587337926,5978743.013293844
667551.7112994894,5978850.603577066
665619.6638651862,5978958.193860288
663687.6164308828,5979065.784143509
661755.5689965796,5979173.374426731
659823.5215622763,5979280.9647099525
657891.4741279731,5979388.554993174
655959.4266936698,5979496.145276397
654027.3792593665,5979603.735559618
652095.3318250633,5979711.32584284
650163.28439076,5979818.916126061
698542.79348025,5978535.644786831
696610.7460459468,5978643.235070053
694678.6986116435,5978750.825353274
692746.6511773403,5978858.415636496
690814.603743037,5978966.005919717
688882.5563087338,5979073.59620294
686950.5088744304,5979181.186486161
685018.4614401272,5979288.776769383
683086.4140058239,5979396.367052604
681154.3665715207,5979503.957335826
679222.3191372175,5979611.547619048
677290.2717029141,5979719.13790227
675358.2242686109,5979826.728185492
673426.1768343076,5979934.318468713
671494.1294000044,5980041.908751935
669562.0819657011,5980149.499035156
667630.0345313979,5980257.089318379
665697.9870970947,5980364.6796016
663765.9396627913,5980472.269884822
661833.8922284881,5980579.8601680435
659901.8447941848,5980687.450451265
657969.7973598816,5980795.040734487
656037.7499255782,5980902.631017709
654105.702491275,5981010.221300931
652173.6550569718,5981117.811584152
650241.6076226685,5981225.401867374
698621.1167121585,5979942.130528145
696689.0692778553,5980049.720811366
694757.021843552,5980157.311094588
692824.9744092488,5980264.901377809
690892.9269749455,5980372.491661031
688960.8795406423,5980480.081944253
687028.8321063389,5980587.672227475
685096.7846720357,5980695.262510696
683164.7372377324,5980802.852793918
681232.6898034292,5980910.44307714
679300.642369126,5981018.033360361
677368.5949348226,5981125.623643584
675436.5475005194,5981233.213926805
673504.5000662161,5981340.804210027
671572.4526319129,5981448.394493248
669640.4051976096,5981555.98477647
667708.3577633064,5981663.575059692
665776.3103290031,5981771.165342914
663844.2628946998,5981878.7556261355
661912.2154603966,5981986.345909357
659980.1680260933,5982093.936192579
658048.1205917901,5982201.5264758
656116.0731574867,5982309.116759023
654184.0257231835,5982416.707042244
652251.9782888803,5982524.297325466
650319.930854577,5982631.887608687
698699.4399440672,5981348.616269458
696767.3925097638,5981456.20655268
694835.3450754606,5981563.796835901
692903.2976411574,5981671.387119123
690971.2502068541,5981778.977402344
689039.2027725509,5981886.567685567
687107.1553382475,5981994.157968788
685175.1079039443,5982101.74825201
683243.0604696411,5982209.338535232
681311.0130353378,5982316.928818453
679378.9656010346,5982424.519101675
677446.9181667313,5982532.109384897
675514.870732428,5982639.699668119
673582.8232981247,5982747.28995134
671650.7758638215,5982854.880234562
669718.7284295182,5982962.470517783
667786.680995215,5983070.060801006
665854.6335609118,5983177.6510842275
663922.5861266084,5983285.241367449
661990.5386923052,5983392.831650671
660058.4912580019,5983500.421933892
658126.4438236987,5983608.012217114
698777.7631759756,5982755.102010771
696845.7157416723,5982862.692293992
694913.6683073691,5982970.282577214
692981.6208730659,5983077.872860435
691049.5734387626,5983185.463143657
689117.5260044594,5983293.053426879
687185.478570156,5983400.643710101
685253.4311358528,5983508.233993323
683321.3837015496,5983615.824276544
681389.3362672463,5983723.414559766
679457.2888329431,5983831.004842987
677525.2413986397,5983938.59512621
675593.1939643365,5984046.185409431
673661.1465300332,5984153.775692653
698856.0864078841,5984161.587752084
696924.0389735808,5984269.178035306
694991.9915392776,5984376.768318527
693059.9441049744,5984484.358601749
619393.1043212241,5999765.157455938
620927.9456530599,5999928.038964187
620695.9945000842,6002113.727323659
622462.7869848956,6000090.920472437
622230.8358319199,6002276.608831909
621998.8846789441,6004462.297191381
623997.6283167313,6000253.801980686
623765.6771637556,6002439.490340158
623533.7260107799,6004625.178699631
623301.7748578042,6006810.867059104
625532.469648567,6000416.683488935
625300.5184955914,6002602.371848407
625068.5673426156,6004788.06020788
624836.6161896399,6006973.748567353
624604.6650366642,6009159.436926826
626835.3598274271,6002765.253356657
626603.4086744513,6004950.94171613
626371.4575214756,6007136.630075603
626139.5063685,6009322.318435076
625907.5552155243,6011508.006794548
625675.6040625485,6013693.695154021
628138.250006287,6005113.823224379
627906.2988533113,6007299.511583852
627674.3477003357,6009485.199943325
627442.39654736,6011670.8883027965
627210.4453943842,6013856.576662269
626978.4942414085,6016042.265021742
629441.1401851471,6007462.393092101
629209.1890321714,6009648.081451574
628977.2378791957,6011833.769811046
628745.2867262199,6014019.458170519
628513.3355732443,6016205.146529992
628281.3844202686,6018390.834889465
630744.0303640071,6009810.962959823
630512.0792110314,6011996.651319295
630280.1280580556,6014182.339678768
630048.17690508,6016368.028038241
629816.2257521043,6018553.716397714
629584.2745991285,6020739.404757186
632046.9205428672,6012159.532827545
631814.9693898914,6014345.221187018
631583.0182369157,6016530.909546491
631351.06708394,6018716.597905964
631119.1159309642,6020902.286265436
630887.1647779886,6023087.9746249085
633349.8107217271,6014508.102695268
633117.8595687514,6016693.791054741
632885.9084157757,6018879.479414213
632653.9572628,6021065.167773685
632422.0061098243,6023250.856133158
632190.0549568486,6025436.544492631
634652.7009005871,6016856.672562989
634420.7497476115,6019042.360922462
634188.7985946357,6021228.049281934
633956.84744166,6023413.737641407
633724.8962886843,6025599.42600088
633492.9451357087,6027785.114360353
635955.5910794472,6019205.242430712
635723.6399264714,6021390.930790184
635491.6887734957,6023576.619149657
635259.73762052,6025762.30750913
635027.7864675444,6027947.995868603
634795.8353145686,6030133.684228075
634563.8841615929,6032319.372587548
637258.4812583071,6021553.812298433
637026.5301053314,6023739.500657906
636794.5789523558,6025925.189017379
636562.6277993801,6028110.877376852
636330.6766464043,6030296.565736324
636098.7254934286,6032482.2540957965
635866.774340453,6034667.942455269
638561.3714371672,6023902.382166156
638329.4202841915,6026088.0705256285
638097.4691312158,6028273.758885101
637865.51797824,6030459.447244573
637633.5668252644,6032645.135604046
637401.6156722887,6034830.823963519
637169.6645193129,6037016.512322992
639864.2616160272,6026250.952033877
639632.3104630515,6028436.64039335
639400.3593100758,6030622.328752822
639168.4081571001,6032808.017112295
638936.4570041244,6034993.705471768
638704.5058511486,6037179.393831241
638472.554698173,6039365.082190713
640703.2494889358,6032970.898620545
640471.2983359601,6035156.586980018
640239.3471829843,6037342.275339491
640007.3960300087,6039527.963698963
639775.444877033,6041713.652058436
641078.335055893,6044062.221926158
257783.39049404857,6011198.324484754
259352.07605682168,6010770.889650248
258758.3917380345,6011774.871633194
258164.7074192473,6012778.853616142
260327.07730080764,6011347.436798687
259733.39298202045,6012351.4187816335
259139.70866323326,6013355.400764581
258546.02434444608,6014359.382747527
261302.07854479356,6011923.983947126
260708.39422600638,6012927.965930073
260114.7099072192,6013931.94791302
259521.025588432,6014935.929895966
258927.34126964482,6015939.911878913
262870.7641075667,6011496.54911262
262277.0797887795,6012500.531095566
261683.3954699923,6013504.513078513
261089.71115120512,6014508.49506146
260496.02683241793,6015512.477044406
259902.34251363075,6016516.459027353
259308.65819484356,6017520.4410103
263845.76535155263,6012073.096261059
263252.08103276545,6013077.078244005
262658.39671397826,6014081.060226952
262064.71239519108,6015085.042209899
261471.0280764039,6016089.024192845
260877.3437576167,6017093.006175792
260283.65943882952,6018096.988158739
259689.97512004233,6019100.970141686
265414.4509143258,6011645.661426552
264820.7665955386,6012649.643409498
264227.0822767514,6013653.625392444
263633.3979579642,6014657.607375391
263039.71363917703,6015661.589358338
262446.02932038985,6016665.571341285
261852.34500160266,6017669.553324231
261258.66068281548,6018673.535307178
260664.9763640283,6019677.517290125
266389.4521583117,6012222.208574992
265795.7678395245,6013226.190557938
265202.0835207373,6014230.172540884
264608.3992019501,6015234.154523831
264014.71488316293,6016238.136506778
263421.03056437575,6017242.118489725
262827.34624558856,6018246.100472671
262233.6619268014,6019250.082455618
261639.9776080142,6020254.064438565
261046.293289227,6021258.046421511
267958.1377210848,6011794.773740483
267364.45340229763,6012798.755723431
266770.76908351044,6013802.737706377
266177.08476472326,6014806.719689324
265583.4004459361,6015810.70167227
264989.7161271489,6016814.683655217
264396.0318083617,6017818.665638164
263802.3474895745,6018822.64762111
263208.66317078733,6019826.629604057
262614.97885200015,6020830.611587004
262021.29453321296,6021834.59356995
261427.61021442577,6022838.575552897
268933.1389650708,6012371.320888923
268339.4546462836,6013375.30287187
267745.7703274964,6014379.284854816
267152.0860087092,6015383.266837763
266558.40168992203,6016387.248820709
265964.71737113484,6017391.230803656
265371.03305234766,6018395.212786603
264777.3487335605,6019399.194769549
264183.6644147733,6020403.1767524965
263589.9800959861,6021407.158735443
262996.2957771989,6022411.140718389
262402.61145841173,6023415.122701336
261808.92713962455,6024419.104684283
270501.82452784386,6011943.886054416
269908.14020905667,6012947.868037363
269314.4558902695,6013951.85002031
268720.7715714823,6014955.832003256
268127.0872526951,6015959.813986203
267533.4029339079,6016963.795969149
266939.71861512074,6017967.777952096
266346.03429633356,6018971.759935043
265752.3499775464,6019975.741917989
265158.6656587592,6020979.723900937
264564.981339972,6021983.705883883
263971.2970211848,6022987.687866829
263377.61270239763,6023991.669849776
262783.92838361044,6024995.651832723
262190.24406482326,6025999.633815669
271476.8257718298,6012520.433202855
270883.1414530426,6013524.415185802
270289.45713425544,6014528.397168749
269695.77281546826,6015532.379151695
269102.08849668107,6016536.361134642
268508.4041778939,6017540.343117588
267914.7198591067,6018544.3251005355
267321.0355403195,6019548.307083482
266727.3512215323,6020552.289066428
266133.66690274514,6021556.271049376
265539.98258395796,6022560.253032322
264946.2982651708,6023564.235015268
264352.6139463836,6024568.216998215
263758.9296275964,6025572.198981162
263165.2453088092,6026576.180964109
262571.56099002203,6027580.162947055
273045.51133460295,6012092.998368348
272451.82701581577,6013096.980351294
271858.1426970286,6014100.962334241
271264.4583782414,6015104.944317188
270670.7740594542,6016108.9263001345
270077.089740667,6017112.908283081
269483.40542187984,6018116.890266027
268889.72110309266,6019120.872248975
268296.03678430547,6020124.854231921
267702.3524655183,6021128.836214867
267108.6681467311,6022132.818197815
266514.9838279439,6023136.800180761
265921.2995091567,6024140.782163708
265327.61519036954,6025144.764146654
264733.93087158236,6026148.746129601
264140.2465527952,6027152.728112548
263546.562234008,6028156.710095494
274020.51257858885,6012669.545516788
273426.82825980167,6013673.527499734
272833.1439410145,6014677.509482681
272239.4596222273,6015681.491465628
271645.7753034401,6016685.473448575
271052.0909846529,6017689.455431521
270458.40666586574,6018693.437414467
269864.72234707855,6019697.419397415
269271.03802829137,6020701.401380361
268677.3537095042,6021705.383363307
268083.669390717,6022709.365346255
267489.9850719298,6023713.347329201
266896.3007531426,6024717.329312148
266302.61643435544,6025721.311295094
265708.93211556826,6026725.293278041
265115.24779678107,6027729.275260988
264521.5634779939,6028733.257243934
263927.8791592067,6029737.2392268805
274995.5138225748,6013246.092665227
274401.8295037876,6014250.0746481735
273808.14518500044,6015254.05663112
273214.46086621325,6016258.038614067
272620.77654742607,6017262.020597014
272027.0922286389,6018266.00257996
271433.4079098517,6019269.984562906
270839.7235910645,6020273.966545854
270246.0392722773,6021277.9485288
269652.35495349014,6022281.930511747
269058.67063470295,6023285.912494694
268464.98631591577,6024289.89447764
267871.3019971286,6025293.876460587
267277.6176783414,6026297.858443533
266683.9333595542,6027301.84042648
266090.249040767,6028305.822409427
265496.56472197984,6029309.804392373
264902.88040319266,6030313.78637532
264309.19608440547,6031317.768358267
276564.19938534795,6012818.657830721
275970.51506656077,6013822.639813667
275376.8307477736,6014826.621796614
274783.1464289864,6015830.60377956
274189.4621101992,6016834.585762507
273595.777791412,6017838.567745454
273002.09347262484,6018842.5497284
272408.40915383765,6019846.5317113465
271814.72483505047,6020850.513694294
271221.0405162633,6021854.49567724
270627.3561974761,6022858.477660187
270033.6718786889,6023862.459643134
269439.9875599017,6024866.44162608
268846.30324111454,6025870.423609027
268252.61892232735,6026874.405591973
267658.93460354017,6027878.38757492
267065.250284753,6028882.369557867
266471.5659659658,6029886.351540813
265877.8816471786,6030890.33352376
265284.1973283914,6031894.315506707
264690.51300960424,6032898.297489653
277539.20062933385,6013395.20497916
276945.51631054666,6014399.186962106
276351.8319917595,6015403.168945053
275758.1476729723,6016407.150927999
275164.4633541851,6017411.132910946
274570.7790353979,6018415.114893893
273977.09471661074,6019419.096876839
273383.41039782355,6020423.078859786
272789.72607903637,6021427.060842733
272196.0417602492,6022431.042825679
271602.357441462,6023435.024808626
271008.6731226748,6024439.006791573
270414.9888038876,6025442.988774519
269821.30448510044,6026446.970757466
269227.62016631325,6027450.952740412
268633.93584752607,6028454.9347233595
268040.2515287389,6029458.916706306
267446.5672099517,6030462.898689252
266852.8828911645,6031466.880672199
266259.1985723773,6032470.862655146
265665.51425359014,6033474.844638092
265071.82993480295,6034478.826621039
279107.886192107,6012967.770144652
278514.2018733198,6013971.752127599
277920.5175545326,6014975.734110545
277326.83323574543,6015979.716093492
276733.14891695825,6016983.698076438
276139.46459817106,6017987.6800593855
275545.7802793839,6018991.662042332
274952.0959605967,6019995.644025278
274358.4116418095,6020999.626008225
273764.7273230223,6022003.607991172
273171.04300423514,6023007.589974118
272577.35868544795,6024011.571957065
271983.67436666077,6025015.553940012
271389.9900478736,6026019.5359229585
270796.3057290864,6027023.517905905
270202.6214102992,6028027.499888851
269608.937091512,6029031.481871799
269015.25277272484,6030035.463854745
268421.56845393765,6031039.445837691
267827.88413515047,6032043.427820638
267234.1998163633,6033047.409803585
266640.5154975761,6034051.391786532
266046.8311787889,6035055.373769478
265453.1468600017,6036059.355752424
280082.88743609295,6013544.317293092
279489.20311730576,6014548.299276039
278895.5187985186,6015552.281258985
278301.8344797314,6016556.263241932
277708.1501609442,6017560.245224878
277114.465842157,6018564.2272078255
276520.78152336983,6019568.209190772
275927.09720458265,6020572.191173718
275333.41288579546,6021576.173156665
274739.7285670083,6022580.155139612
274146.0442482211,6023584.137122558
273552.3599294339,6024588.119105505
272958.6756106467,6025592.101088452
272364.99129185954,6026596.083071399
271771.30697307235,6027600.065054345
271177.62265428517,6028604.047037291
270583.938335498,6029608.029020239
269990.2540167108,6030612.011003185
269396.5696979236,6031615.992986131
268802.8853791364,6032619.974969078
268209.20106034924,6033623.956952025
267615.51674156205,6034627.938934972
267021.83242277487,6035631.920917918
266428.1481039877,6036635.902900864
265834.4637852005,6037639.884883812
281651.57299886603,6013116.882458584
281057.88868007885,6014120.864441531
280464.20436129166,6015124.846424478
279870.5200425045,6016128.8284074245
279276.8357237173,6017132.810390371
278683.1514049301,6018136.792373317
278089.4670861429,6019140.774356265
277495.78276735573,6020144.756339211
276902.09844856855,6021148.738322157
276308.41412978136,6022152.720305104
275714.7298109942,6023156.702288051
275121.045492207,6024160.6842709975
274527.3611734198,6025164.666253944
273933.6768546326,6026168.648236891
273339.99253584543,6027172.630219838
272746.30821705825,6028176.612202784
272152.62389827106,6029180.59418573
271558.9395794839,6030184.576168678
270965.2552606967,6031188.558151624
270371.5709419095,6032192.540134571
269777.8866231223,6033196.522117517
269184.20230433514,6034200.504100464
268590.51798554795,6035204.486083411
267996.83366676077,6036208.468066357
267403.1493479736,6037212.4500493035
282626.574242852,6013693.4296070235
282032.8899240648,6014697.41158997
281439.2056052776,6015701.393572917
280845.52128649043,6016705.375555864
280251.83696770325,6017709.35753881
279658.15264891606,6018713.339521756
279064.4683301289,6019717.321504704
278470.7840113417,6020721.30348765
277877.0996925545,6021725.2854705965
277283.4153737673,6022729.267453543
276689.73105498013,6023733.24943649
276096.04673619295,6024737.231419437
275502.36241740576,6025741.213402383
274908.6780986186,6026745.19538533
274314.9937798314,6027749.177368277
273721.3094610442,6028753.159351223
273127.625142257,6029757.14133417
272533.94082346983,6030761.123317117
271940.25650468265,6031765.105300063
271346.57218589546,6032769.08728301
270752.8878671083,6033773.069265956
270159.2035483211,6034777.051248903
284195.25980562513,6013265.994772517
283601.57548683794,6014269.9767554635
283007.89116805076,6015273.95873841
282414.2068492636,6016277.940721357
281820.5225304764,6017281.922704304
281226.8382116892,6018285.90468725
280633.153892902,6019289.886670196
280039.46957411483,6020293.868653144
279445.78525532765,6021297.85063609
278852.10093654046,6022301.832619037
278258.4166177533,6023305.814601983
277664.7322989661,6024309.79658493
277071.0479801789,6025313.778567877
276477.3636613917,6026317.760550823
275883.67934260453,6027321.74253377
275289.99502381735,6028325.724516717
274696.31070503016,6029329.706499663
274102.626386243,6030333.68848261
273508.9420674558,6031337.670465557
272915.2577486686,6032341.652448503
272321.5734298814,6033345.63443145
285170.261049611,6013842.541920956
284576.57673082384,6014846.523903903
283982.89241203666,6015850.505886849
283389.2080932495,6016854.487869796
282795.5237744623,6017858.469852743
282201.8394556751,6018862.451835689
281608.1551368879,6019866.4338186355
281014.47081810073,6020870.415801583
280420.78649931354,6021874.397784529
279827.10218052636,6022878.379767476
279233.4178617392,6023882.361750422
278639.733542952,6024886.343733369
278046.0492241648,6025890.325716316
